# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.09.2014 22:00";"20.3";"648.7";"759.8";"1.1";"97";"Viento procedente del sursuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"18.09.2014 19:00";"21.6";"647.6";"758.2";"";"92";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"21.5";"26.4";"";"";"";"";"";"";"20.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.09.2014 04:00";"17.0";"649.9";"762.7";"-1.2";"99";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"17.09.2014 01:00";"17.7";"651.1";"763.7";"0.1";"97";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"15.1";"24.4";"";"";"";"";"";"";"17.2";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 22:00";"17.8";"651.0";"763.6";"0.8";"98";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 19:00";"19.9";"650.2";"761.8";"0.1";"88";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"15.1";"24.4";"";"";"";"";"";"";"17.9";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 16:00";"22.6";"650.1";"760.6";"-1.4";"70";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 13:00";"23.7";"651.5";"761.8";"-0.1";"67";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"15.1";"24.4";"";"";"";"";"";"";"17.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 10:00";"17.2";"651.6";"764.6";"0.4";"99";"Viento procedente del oestenoroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 07:00";"16.0";"651.2";"764.7";"0.5";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"15.1";"25.4";"";"";"";"";"";"";"15.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 04:00";"15.3";"650.7";"764.3";"-1.2";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"16.09.2014 01:00";"16.1";"651.9";"765.4";"0.0";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.8";"25.4";"";"";"";"";"";"";"16.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 22:00";"17.4";"651.9";"764.8";"1.4";"100";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 19:00";"20.5";"650.5";"761.9";"-0.3";"82";"Calma, escampado";"0";"";"";"";" ";"";"";"14.8";"25.4";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 16:00";"20.1";"650.8";"762.4";"-0.9";"92";"Viento procedente del este";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 13:00";"23.8";"651.7";"762.0";"-1.0";"65";"Viento procedente del noroeste";"2";"";"";"";" ";"";"";"14.8";"24.4";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 10:00";"18.6";"652.7";"765.3";"1.3";"88";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 07:00";"15.1";"651.4";"765.2";"-0.1";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"14.8";"23.3";"";"";"";"";"";"";"15.0";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 04:00";"15.9";"651.5";"765.1";"-0.6";"99";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"15.09.2014 01:00";"16.9";"652.1";"765.3";"0.1";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"16.5";"23.3";"";"";"";"";"";"";"16.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 22:00";"18.0";"652.0";"764.8";"1.5";"98";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 19:00";"21.0";"650.5";"761.8";"-0.2";"77";"Viento procedente del este";"1";"";"";"";" ";"";"";"16.5";"23.3";"";"";"";"";"";"";"16.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 16:00";"21.3";"650.7";"761.9";"-1.4";"80";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 13:00";"19.0";"652.1";"764.5";"0.1";"91";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"16.4";"19.1";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 10:00";"17.2";"652.0";"765.1";"1.6";"99";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 07:00";"16.9";"650.4";"763.3";"0.8";"100";"Viento procedente del norte";"1";"";"";"";" ";"";"";"16.4";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 04:00";"16.9";"649.6";"762.4";"-0.8";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"14.09.2014 01:00";"16.5";"650.4";"763.5";"0.2";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"16.1";"24.7";"";"";"";"";"";"";"16.4";"0.2";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 22:00";"17.6";"650.2";"762.7";"1.9";"100";"Viento procedente del norte";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 19:00";"18.4";"648.3";"760.3";"0.0";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"16.1";"24.7";"";"";"";"";"";"";"18.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 16:00";"18.8";"648.3";"760.0";"-0.8";"99";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 13:00";"22.0";"649.1";"759.7";"-0.2";"77";"Viento procedente del sursuroeste";"2";"";"";"";" ";"";"";"16.1";"22.9";"";"";"";"";"";"";"17.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 10:00";"21.5";"649.3";"760.2";"1.3";"75";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 07:00";"16.8";"648.0";"760.6";"0.4";"98";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"16.1";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 04:00";"16.6";"647.6";"760.2";"-1.1";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"13.09.2014 01:00";"17.2";"648.7";"761.2";"";"99";"Viento procedente del sur-oeste";"0";"";"";"";" ";"";"";"15.0";"25.9";"";"";"";"";"";"";"17.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 19:00";"19.1";"647.0";"758.5";"";"89";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.0";"25.9";"";"";"";"";"";"";"17.3";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 13:00";"22.8";"648.4";"758.5";"-0.2";"69";"Viento procedente del sursuroeste";"3";"";"";"";" ";"";"";"15.0";"24.5";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 10:00";"22.6";"648.6";"758.8";"0.8";"68";"Viento procedente del oestenoroeste";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 07:00";"15.7";"647.8";"760.8";"-0.9";"92";"Viento procedente del norte";"1";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 04:00";"16.5";"648.7";"761.5";"-0.8";"99";"Viento procedente del nornoroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"12.09.2014 01:00";"17.4";"649.5";"762.1";"-0.1";"97";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"17.0";"26.7";"";"";"";"";"";"";"16.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.09.2014 22:00";"17.7";"649.6";"762.1";"1.7";"97";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.09.2014 19:00";"19.9";"647.9";"759.2";"";"88";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"19.9";"26.7";"";"";"";"";"";"";"17.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"11.09.2014 13:00";"25.9";"649.3";"758.4";"";"61";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"23.4";"26.7";"";"";"";"";"";"";"17.9";"";"";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.09.2014 04:00";"17.2";"650.7";"763.5";"-0.7";"99";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"09.09.2014 01:00";"16.9";"651.4";"764.5";"0.4";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.8";"25.5";"";"";"";"";"";"";"16.8";"2.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 22:00";"17.9";"651.0";"763.6";"1.4";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 19:00";"20.7";"649.6";"760.8";"-0.2";"82";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"15.8";"25.5";"";"";"";"";"";"";"17.5";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 16:00";"20.5";"649.8";"761.2";"-1.4";"88";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 13:00";"23.5";"651.2";"761.5";"0.0";"64";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"15.8";"24.2";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 10:00";"24.0";"651.2";"761.3";"0.7";"60";"Viento procedente del nornoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 07:00";"16.2";"650.5";"763.7";"0.4";"97";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"16.1";"";"";"";"";"";"";"";"15.7";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 04:00";"17.0";"650.1";"762.9";"-0.9";"92";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"08.09.2014 01:00";"16.5";"651.0";"764.2";"";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"14.9";"25.9";"";"";"";"";"";"";"16.4";"0.4";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 19:00";"19.7";"649.4";"761.0";"-0.2";"81";"Viento procedente del este";"2";"";"";"";" ";"";"";"14.9";"25.9";"";"";"";"";"";"";"16.4";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 16:00";"24.9";"649.6";"759.2";"-1.8";"60";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 13:00";"22.7";"651.4";"762.1";"0.0";"62";"Viento procedente del norte";"2";"";"";"";" ";"";"";"14.9";"22.9";"";"";"";"";"";"";"15.0";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 10:00";"19.7";"651.4";"763.4";"0.7";"84";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 07:00";"15.4";"650.7";"764.3";"-0.3";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.9";"";"";"";"";"";"";"";"15.3";"0.6";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 04:00";"15.9";"651.0";"764.4";"-0.6";"100";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"07.09.2014 01:00";"15.7";"651.6";"765.3";"0.0";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.8";"25.5";"";"";"";"";"";"";"15.6";"8.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 22:00";"16.9";"651.6";"764.7";"1.4";"99";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"6.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 19:00";"18.7";"650.2";"762.3";"-0.2";"96";"Calma, escampado";"0";"";"";"";" ";"";"";"13.8";"25.5";"";"";"";"";"";"";"18.1";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 16:00";"18.1";"650.4";"762.8";"-1.6";"93";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 13:00";"20.0";"652.0";"763.9";"0.2";"89";"Viento procedente del este";"1";"";"";"";" ";"";"";"13.8";"25.0";"";"";"";"";"";"";"18.1";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 10:00";"22.7";"651.8";"762.6";"0.7";"64";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 07:00";"14.2";"651.1";"765.2";"0.3";"98";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"14.0";"26.3";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 04:00";"15.5";"650.8";"764.4";"-1.4";"100";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.09.2014 01:00";"17.8";"652.2";"765.0";"0.6";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"15.1";"26.3";"";"";"";"";"";"";"17.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 22:00";"19.0";"651.6";"763.9";"1.5";"98";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 19:00";"20.3";"650.1";"761.5";"-0.4";"88";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"15.1";"26.3";"";"";"";"";"";"";"18.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 16:00";"22.0";"650.5";"761.3";"-1.2";"80";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 13:00";"25.3";"651.7";"761.5";"-0.9";"59";"Viento procedente del este";"2";"";"";"";" ";"";"";"15.1";"26.0";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 10:00";"19.4";"652.6";"764.8";"";"82";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 04:00";"15.7";"650.1";"763.5";"-1.3";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.09.2014 01:00";"17.4";"651.4";"764.2";"";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.0";"28.8";"";"";"";"";"";"";"17.3";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 19:00";"21.1";"649.3";"760.3";"0.4";"83";"Viento procedente del este";"2";"";"";"";" ";"";"";"15.0";"28.8";"";"";"";"";"";"";"18.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 16:00";"27.8";"648.9";"757.2";"-1.4";"56";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 13:00";"26.5";"650.3";"759.3";"0.2";"59";"Viento procedente del este";"2";"";"";"";" ";"";"";"15.0";"27.6";"";"";"";"";"";"";"17.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 10:00";"18.2";"650.1";"762.4";"0.7";"95";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"0.4";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 07:00";"16.6";"649.4";"762.3";"0.6";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.0";"";"";"";"";"";"";"";"16.4";"0.8";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 04:00";"16.2";"648.8";"761.8";"-0.9";"100";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"40.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.09.2014 01:00";"17.5";"649.7";"762.3";"0.7";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"16.9";"27.0";"";"";"";"";"";"";"17.3";"2.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 22:00";"17.3";"649.0";"761.5";"1.2";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 19:00";"18.5";"647.8";"759.7";"0.5";"99";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"17.2";"27.0";"";"";"";"";"";"";"18.4";"13.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 16:00";"24.1";"647.3";"756.7";"-0.9";"75";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 13:00";"26.2";"648.2";"757.0";"-0.2";"59";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"17.2";"27.0";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 10:00";"22.1";"648.4";"758.9";"1.6";"76";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 07:00";"17.3";"646.8";"758.9";"-0.1";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"17.2";"21.8";"";"";"";"";"";"";"17.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 04:00";"17.5";"646.9";"759.0";"-1.3";"99";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"0.6";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.09.2014 01:00";"18.2";"648.2";"760.2";"-0.2";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.7";"21.8";"";"";"";"";"";"";"17.9";"0.6";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.09.2014 22:00";"18.9";"648.4";"760.2";"1.4";"97";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.09.2014 19:00";"19.8";"647.0";"758.2";"";"89";"Viento procedente del este";"1";"";"";"";" ";"";"";"15.7";"21.8";"";"";"";"";"";"";"17.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.09.2014 04:00";"16.5";"647.5";"760.2";"-1.5";"99";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.09.2014 01:00";"18.5";"649.0";"760.9";"0.3";"99";"Viento procedente del sur";"1";"";"";"";" ";"";"";"15.0";"27.6";"";"";"";"";"";"";"18.4";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.09.2014 22:00";"19.3";"648.7";"760.4";"0.9";"98";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
